"zip","id","formattedAddress","addressLine1","city","state","zipCode","county","latitude","longitude","propertyType","listingType","bedrooms","bathrooms","squareFootage","status","price","listedDate","removedDate","daysOnMarket","addressLine2","lotSize","yearBuilt"
"1","4-Mcgowan-St,-Enoree,-SC-29335","4 Mcgowan St, Enoree, SC 29335","4 Mcgowan St","Enoree","SC","29335","Spartanburg",34.655,-81.9535,"Single Family","Standard",3,1,NA,"Inactive",900,"2024-08-27T00:00:00.000Z","2024-08-31T00:00:00.000Z",4,NA,NA,NA
"1","98-Ora-County-Park-Rd,-Enoree,-SC-29335","98 Ora County Park Rd, Enoree, SC 29335","98 Ora County Park Rd","Enoree","SC","29335","Laurens",34.5983,-81.9902,"Single Family","Standard",3,2,1600,"Inactive",1300,"2024-07-29T00:00:00.000Z","2024-08-17T00:00:00.000Z",19,NA,NA,NA
"1","71-Graham-St,-Enoree,-SC-29335","71 Graham St, Enoree, SC 29335","71 Graham St","Enoree","SC","29335","Spartanburg",34.6539,-81.9565,"Single Family",NA,3,1,NA,"Inactive",850,"2023-08-14T00:00:00.000Z","2023-08-25T00:00:00.000Z",11,NA,NA,NA
"1","13807-Highway,-221,-Enoree,-SC-29335","13807 Highway, 221, Enoree, SC 29335","13807 Highway","Enoree","SC","29335","Spartanburg",34.6844,-81.9872,"Manufactured",NA,3,2,NA,"Inactive",1100,"2023-04-24T00:00:00.000Z","2023-05-24T00:00:00.000Z",30,"221",NA,NA
"1","10-Mcgowan-St,-Enoree,-SC-29335","10 Mcgowan St, Enoree, SC 29335","10 Mcgowan St","Enoree","SC","29335","Spartanburg",34.6547,-81.9543,"Single Family",NA,2,1,1792,"Inactive",850,"2023-04-24T00:00:00.000Z","2023-05-23T00:00:00.000Z",29,NA,NA,NA
"1","535-Lighthouse-Rd,-Enoree,-SC-29335","535 Lighthouse Rd, Enoree, SC 29335","535 Lighthouse Rd","Enoree","SC","29335","Laurens",34.5911,-81.9879,"Single Family",NA,3,2,1300,"Inactive",1700,"2023-03-10T00:00:00.000Z","2023-03-14T00:00:00.000Z",4,NA,NA,NA
"1","1785-Browning-Rd,-Enoree,-SC-29335","1785 Browning Rd, Enoree, SC 29335","1785 Browning Rd","Enoree","SC","29335","Spartanburg",34.6573,-81.9092,"Single Family",NA,3,2,1216,"Inactive",1000,"2022-09-13T02:16:07.575Z","2022-09-23T03:29:54.077Z",11,NA,NA,2012
"1","16-Reeves-St,-Enoree,-SC-29335","16 Reeves St, Enoree, SC 29335","16 Reeves St","Enoree","SC","29335","Spartanburg",34.6563,-81.957,"Single Family",NA,2,1,NA,"Inactive",500,"2021-02-03T00:23:51.523Z","2022-08-06T18:34:19.003Z",550,NA,NA,NA
"1","11850-Highway,-56,-Enoree,-SC-29335","11850 Highway, 56, Enoree, SC 29335","11850 Highway","Enoree","SC","29335","Spartanburg",34.6433,-81.8596,"Townhouse",NA,3,1,NA,"Inactive",800,NA,"2020-02-20T02:24:17.459Z",NA,"56",NA,NA
"1","238-Spring-St,-Enoree,-SC-29335","238 Spring St, Enoree, SC 29335","238 Spring St","Enoree","SC","29335","Spartanburg",34.6536,-81.9488,"Single Family",NA,2,3,NA,"Inactive",450,NA,"2020-02-19T23:29:28.046Z",NA,NA,NA,NA
