"zip","id","formattedAddress","addressLine1","addressLine2","city","state","zipCode","county","latitude","longitude","propertyType","listingType","bedrooms","bathrooms","squareFootage","lotSize","yearBuilt","status","price","listedDate","removedDate","daysOnMarket"
"1","6299-Artigas-Dr,-Indian-Land,-SC-29707","6299 Artigas Dr, Indian Land, SC 29707","6299 Artigas Dr",NA,"Indian Land","SC","29707","Lancaster",35.0128,-80.8666,"Single Family","Standard",4,3,3100,8712,2020,"Inactive",3400,"2025-08-04T00:00:00.000Z","2025-09-07T00:00:00.000Z",34
"1","9453-Avery-Lilac-Ln,-Indian-Land,-SC-29707","9453 Avery Lilac Ln, Indian Land, SC 29707","9453 Avery Lilac Ln",NA,"Indian Land","SC","29707","Lancaster",34.9358,-80.8306,"Townhouse","Standard",3,2.5,NA,2614,2021,"Inactive",2550,"2025-08-26T00:00:00.000Z","2025-09-05T00:00:00.000Z",10
"1","3131-Ocalle-Ln,-Indian-Land,-SC-29707","3131 Ocalle Ln, Indian Land, SC 29707","3131 Ocalle Ln",NA,"Indian Land","SC","29707","Lancaster",35.0013,-80.8659,"Townhouse","Standard",3,2.5,1480,NA,NA,"Inactive",2095,"2025-09-01T00:00:00.000Z","2025-09-02T00:00:00.000Z",1
"1","3506-Buster-Ln,---1-204,-Fort-Mill,-SC-29707","3506 Buster Ln, # 1-204, Fort Mill, SC 29707","3506 Buster Ln","# 1-204","Fort Mill","SC","29707","Lancaster",34.9979,-80.8703,"Apartment","Standard",2,2,1103,NA,NA,"Inactive",1951,"2025-09-01T00:00:00.000Z","2025-09-02T00:00:00.000Z",1
"1","3506-Buster-Ln,---9-206,-Fort-Mill,-SC-29707","3506 Buster Ln, # 9-206, Fort Mill, SC 29707","3506 Buster Ln","# 9-206","Fort Mill","SC","29707","Lancaster",34.9979,-80.8703,"Apartment","Standard",2,2,1018,NA,NA,"Inactive",1874,"2025-09-01T00:00:00.000Z","2025-09-02T00:00:00.000Z",1
"1","3506-Buster-Ln,---2-105,-Fort-Mill,-SC-29707","3506 Buster Ln, # 2-105, Fort Mill, SC 29707","3506 Buster Ln","# 2-105","Fort Mill","SC","29707","Lancaster",34.9979,-80.8703,"Apartment","Standard",2,2,1103,NA,NA,"Inactive",1911,"2025-09-01T00:00:00.000Z","2025-09-02T00:00:00.000Z",1
"1","1241-Columbia-Cir,---C2,-Indian-Land,-SC-29707","1241 Columbia Cir, # C2, Indian Land, SC 29707","1241 Columbia Cir","# C2","Indian Land","SC","29707","Lancaster",35.0047,-80.878,"Apartment","Standard",3,2,1343,NA,NA,"Inactive",2432,"2025-08-29T00:00:00.000Z","2025-08-30T00:00:00.000Z",1
"1","3545-Monastic-Rd,-Indian-Land,-SC-29707","3545 Monastic Rd, Indian Land, SC 29707","3545 Monastic Rd",NA,"Indian Land","SC","29707","Lancaster",34.9631,-80.8193,"Single Family","Standard",4,3,2952,NA,NA,"Inactive",2950,"2025-08-01T00:00:00.000Z","2025-08-28T00:00:00.000Z",27
"1","6033-Queens-Walk-Ct,-Lndian-Land,-SC-29707","6033 Queens Walk Ct, Lndian Land, SC 29707","6033 Queens Walk Ct",NA,"Lndian Land","SC","29707","Lancaster",35.0162,-80.8691,"Townhouse","Standard",3,2.5,1877,NA,NA,"Inactive",2195,"2025-08-26T00:00:00.000Z","2025-08-27T00:00:00.000Z",1
"1","4033-Black-Walnut-Way,-Fort-Mill,-SC-29707","4033 Black Walnut Way, Fort Mill, SC 29707","4033 Black Walnut Way",NA,"Fort Mill","SC","29707","Lancaster",34.9392,-80.8329,"Townhouse","Standard",3,2.5,1641,NA,2017,"Inactive",2275,"2025-06-30T00:00:00.000Z","2025-08-25T00:00:00.000Z",56
"1","16056-Reynolds-Dr,-Indian-Land,-SC-29707","16056 Reynolds Dr, Indian Land, SC 29707","16056 Reynolds Dr",NA,"Indian Land","SC","29707","Lancaster",34.9804,-80.8715,"Single Family","Standard",4,3.5,4441,NA,NA,"Inactive",4395,"2025-08-23T00:00:00.000Z","2025-08-24T00:00:00.000Z",1
"1","1673-Lillywood-Ln,-Indian-Land,-SC-29707","1673 Lillywood Ln, Indian Land, SC 29707","1673 Lillywood Ln",NA,"Indian Land","SC","29707","Lancaster",34.9603,-80.8162,"Single Family","Standard",4,3.5,NA,12197,2005,"Inactive",3000,"2025-04-22T00:00:00.000Z","2025-08-23T00:00:00.000Z",123
"1","27239-Preston-Pl,-Indian-Land,-SC-29707","27239 Preston Pl, Indian Land, SC 29707","27239 Preston Pl",NA,"Indian Land","SC","29707","Lancaster",35.0239,-80.8607,"Single Family","Standard",5,4,3756,NA,2003,"Inactive",5000,"2025-07-22T00:00:00.000Z","2025-08-22T00:00:00.000Z",31
"1","3506-Buster-Ln,---9-201,-Fort-Mill,-SC-29707","3506 Buster Ln, # 9-201, Fort Mill, SC 29707","3506 Buster Ln","# 9-201","Fort Mill","SC","29707","Lancaster",34.9979,-80.8703,"Apartment","Standard",3,2,1367,NA,NA,"Inactive",2375,"2025-08-20T00:00:00.000Z","2025-08-21T00:00:00.000Z",1
"1","3506-Buster-Ln,---4-203,-Fort-Mill,-SC-29707","3506 Buster Ln, # 4-203, Fort Mill, SC 29707","3506 Buster Ln","# 4-203","Fort Mill","SC","29707","Lancaster",34.9979,-80.8703,"Apartment","Standard",2,2,1018,NA,NA,"Inactive",2053,"2025-08-20T00:00:00.000Z","2025-08-21T00:00:00.000Z",1
"1","1334-Stoney-Creek-Ln,-Fort-Mill,-SC-29707","1334 Stoney Creek Ln, Fort Mill, SC 29707","1334 Stoney Creek Ln",NA,"Fort Mill","SC","29707","Lancaster",34.9655,-80.8568,"Townhouse","Standard",2,2,829,871,2006,"Inactive",1600,"2025-08-16T00:00:00.000Z","2025-08-17T00:00:00.000Z",1
"1","1640-Heather-Chase-Dr,-Indian-Land,-SC-29707","1640 Heather Chase Dr, Indian Land, SC 29707","1640 Heather Chase Dr",NA,"Indian Land","SC","29707","Lancaster",34.9671,-80.8558,"Townhouse","Standard",3,2,1203,NA,NA,"Inactive",1895,"2025-08-15T00:00:00.000Z","2025-08-16T00:00:00.000Z",1
"1","1640-Heather-Chase-Dr,-Fort-Mill,-SC-29707","1640 Heather Chase Dr, Fort Mill, SC 29707","1640 Heather Chase Dr",NA,"Fort Mill","SC","29707","Lancaster",34.9671,-80.8558,"Townhouse","Standard",3,2,NA,841,2004,"Inactive",1895,"2025-06-18T00:00:00.000Z","2025-08-15T00:00:00.000Z",58
"1","1012-Glen-Laurel-Dr,-Indian-Land,-SC-29707","1012 Glen Laurel Dr, Indian Land, SC 29707","1012 Glen Laurel Dr",NA,"Indian Land","SC","29707","Lancaster",35.0148,-80.8638,"Single Family","Standard",3,2,2333,NA,NA,"Inactive",2400,"2025-08-13T00:00:00.000Z","2025-08-14T00:00:00.000Z",1
"1","9937-Valley-Rd,-Fort-Mill,-SC-29707","9937 Valley Rd, Fort Mill, SC 29707","9937 Valley Rd",NA,"Fort Mill","SC","29707","Lancaster",35.0095,-80.8857,"Single Family","Standard",4,3,2100,NA,1982,"Inactive",750,"2023-07-03T00:00:00.000Z","2025-08-12T00:00:00.000Z",771
"1","11514-Fernleigh-Pl,-Indian-Land,-SC-29707","11514 Fernleigh Pl, Indian Land, SC 29707","11514 Fernleigh Pl",NA,"Indian Land","SC","29707","Lancaster",34.9745,-80.8626,"Single Family","Standard",4,1.5,3643,NA,2006,"Inactive",2999,"2025-05-28T00:00:00.000Z","2025-08-11T00:00:00.000Z",75
