"zip","id","formattedAddress","addressLine1","city","state","zipCode","county","latitude","longitude","propertyType","listingType","bedrooms","bathrooms","squareFootage","lotSize","yearBuilt","status","price","listedDate","removedDate","daysOnMarket","addressLine2"
"1","102-Dogwood-Dr,-Great-Falls,-SC-29055","102 Dogwood Dr, Great Falls, SC 29055","102 Dogwood Dr","Great Falls","SC","29055","Chester",34.5887,-80.9134,"Single Family",NA,3,2,1910,NA,1964,"Inactive",890,"2022-12-02T21:17:30.000Z","2022-12-12T03:49:43.138Z",10,NA
"1","36-Brookline-St,-Great-Falls,-SC-29055","36 Brookline St, Great Falls, SC 29055","36 Brookline St","Great Falls","SC","29055","Chester",34.5662,-80.8927,"Single Family",NA,2,1,NA,NA,NA,"Inactive",1099,"2022-10-10T08:23:45.000Z","2022-11-26T03:47:41.236Z",47,NA
"1","7-Elm-St,-Great-Falls,-SC-29055","7 Elm St, Great Falls, SC 29055","7 Elm St","Great Falls","SC","29055","Chester",34.5701,-80.8989,"Single Family",NA,2,2,950,NA,NA,"Inactive",750,"2021-06-16T00:05:18.754Z","2022-08-08T03:24:42.252Z",419,NA
"1","410-Sunset-Ave,-Great-Falls,-SC-29055","410 Sunset Ave, Great Falls, SC 29055","410 Sunset Ave","Great Falls","SC","29055","Chester",34.5785,-80.9162,"Single Family",NA,4,2,1432,NA,NA,"Inactive",875,"2021-08-18T01:35:06.801Z","2022-08-08T03:24:42.252Z",356,NA
"1","23-Pendleton-St,-Great-Falls,-SC-29055","23 Pendleton St, Great Falls, SC 29055","23 Pendleton St","Great Falls","SC","29055","Chester",34.5744,-80.8893,NA,NA,3,2,NA,NA,NA,"Inactive",725,"2020-04-27T14:44:42.575Z","2020-07-01T21:13:35.516Z",66,NA
"1","102-Mcdowell-Ave,-Great-Falls,-SC-29055","102 Mcdowell Ave, Great Falls, SC 29055","102 Mcdowell Ave","Great Falls","SC","29055","Chester",34.587,-80.9181,"Single Family",NA,4,2.5,1969,NA,NA,"Inactive",1950,NA,"2020-02-19T21:53:08.971Z",NA,NA
"1","514-Carabrook-Rd,-Fort-Lawn,-SC-29714","514 Carabrook Rd, Fort Lawn, SC 29714","514 Carabrook Rd","Fort Lawn","SC","29714","Chester",34.7113,-80.8936,"Apartment","Standard",2,1,1000,NA,NA,"Inactive",950,"2023-09-20T00:00:00.000Z","2025-10-08T00:00:00.000Z",749,NA
"1","5813-Oak-St,-Fort-Lawn,-SC-29714","5813 Oak St, Fort Lawn, SC 29714","5813 Oak St","Fort Lawn","SC","29714","Chester",34.6965,-80.8979,"Single Family","Standard",3,1,1105,12197,2000,"Inactive",1595,"2025-01-22T00:00:00.000Z","2025-02-20T00:00:00.000Z",29,NA
"1","514-Carobrook-Rd,-Unit-Carobrook,-Fort-Lawn,-SC-29714","514 Carobrook Rd, Unit Carobrook, Fort Lawn, SC 29714","514 Carobrook Rd","Fort Lawn","SC","29714","Chester",34.7113,-80.8936,"Apartment",NA,2,2,1000,NA,NA,"Inactive",965,"2023-06-02T00:00:00.000Z","2024-06-01T00:00:00.000Z",365,"Unit Carobrook"
"1","5611-Shirley-Rd,-Lot-43,-Fort-Lawn,-SC-29714","5611 Shirley Rd, Lot 43, Fort Lawn, SC 29714","5611 Shirley Rd","Fort Lawn","SC","29714","Chester",34.6962,-80.9028,"Manufactured",NA,2,2,NA,896,1998,"Inactive",1050,"2023-09-19T00:00:00.000Z","2023-10-05T00:00:00.000Z",16,"Lot 43"
"1","1575-Riverview-Cir,-Fort-Lawn,-SC-29714","1575 Riverview Cir, Fort Lawn, SC 29714","1575 Riverview Cir","Fort Lawn","SC","29714","Chester",34.6497,-80.9028,"Single Family",NA,3,2,1242,NA,NA,"Inactive",1695,"2022-03-02T00:56:13.801Z","2023-08-12T00:00:00.000Z",528,NA
"1","5611-Shirley-Rd,-Lot-13,-Fort-Lawn,-SC-29714","5611 Shirley Rd, Lot 13, Fort Lawn, SC 29714","5611 Shirley Rd","Fort Lawn","SC","29714","Chester",34.696,-80.9038,"Manufactured",NA,2,2,NA,NA,1996,"Inactive",1050,"2023-08-03T00:00:00.000Z","2023-08-11T00:00:00.000Z",8,"Lot 13"
"1","4640-Mel-Nunnery-Rd,-Fort-Lawn,-SC-29714","4640 Mel Nunnery Rd, Fort Lawn, SC 29714","4640 Mel Nunnery Rd","Fort Lawn","SC","29714","Chester",34.7554,-80.9666,"Single Family",NA,1,1,NA,NA,NA,"Inactive",700,"2023-01-12T00:00:00.000Z","2023-02-27T00:00:00.000Z",46,NA
"1","4650-Mel-Nunnery-Rd,-Fort-Lawn,-SC-29714","4650 Mel Nunnery Rd, Fort Lawn, SC 29714","4650 Mel Nunnery Rd","Fort Lawn","SC","29714","Chester",34.7544,-80.9662,"Single Family",NA,1,1,NA,NA,NA,"Inactive",700,"2023-01-12T08:48:00.000Z","2023-01-31T00:00:00.000Z",19,NA
"1","741-Lawndale-Cir,-Fort-Lawn,-SC-29714","741 Lawndale Cir, Fort Lawn, SC 29714","741 Lawndale Cir","Fort Lawn","SC","29714","Chester",34.6868,-80.913,"Single Family",NA,3,2,NA,NA,NA,"Inactive",995,NA,"2020-02-20T01:43:47.230Z",NA,NA
"1","1202-Old-Ft-Dr,-Edgemoor,-SC-29712","1202 Old Ft Dr, Edgemoor, SC 29712","1202 Old Ft Dr","Edgemoor","SC","29712","Chester",34.7834,-81.009,"Single Family","Standard",3,2,1938,NA,NA,"Inactive",2600,"2025-10-06T00:00:00.000Z","2025-10-16T00:00:00.000Z",10,NA
"1","3639-B-Hamilton-Rd,-Edgemoor,-SC-29712","3639-B Hamilton Rd, Edgemoor, SC 29712","3639-B Hamilton Rd","Edgemoor","SC","29712","Chester",34.7981,-81.0132,"Single Family","Standard",3,2,NA,NA,NA,"Inactive",2250,"2025-10-04T00:00:00.000Z","2025-10-05T00:00:00.000Z",1,NA
"1","1040-Old-Trade-St,-Edgemoor,-SC-29712","1040 Old Trade St, Edgemoor, SC 29712","1040 Old Trade St","Edgemoor","SC","29712","Chester",34.7837,-81.0084,"Single Family","New Construction",3,2.5,2000,8712,2024,"Inactive",1995,"2024-12-11T00:00:00.000Z","2025-01-03T00:00:00.000Z",23,NA
"1","1048-Old-Trade-St,-Edgemoor,-SC-29712","1048 Old Trade St, Edgemoor, SC 29712","1048 Old Trade St","Edgemoor","SC","29712","Chester",34.7837,-81.0089,"Single Family","New Construction",3,2.5,1800,8712,2024,"Inactive",1995,"2024-12-11T00:00:00.000Z","2024-12-31T00:00:00.000Z",20,NA
"1","2229-Starnes-Rd,-Edgemoor,-SC-29712","2229 Starnes Rd, Edgemoor, SC 29712","2229 Starnes Rd","Edgemoor","SC","29712","Chester",34.8022,-81.0027,"Single Family",NA,3,2,NA,NA,NA,"Inactive",2200,"2024-06-05T00:00:00.000Z","2024-06-22T00:00:00.000Z",17,NA
"1","1845-Bechtler-Rd,-Unit-B,-Edgemoor,-SC-29712","1845 Bechtler Rd, Unit B, Edgemoor, SC 29712","1845 Bechtler Rd","Edgemoor","SC","29712","York",34.8316,-81.0258,"Apartment",NA,2,2,NA,43560,2005,"Inactive",1400,"2023-09-23T00:00:00.000Z","2023-12-09T00:00:00.000Z",77,"Unit B"
"1","4666-Blade-Run-Rd,-Edgemoor,-SC-29712","4666 Blade Run Rd, Edgemoor, SC 29712","4666 Blade Run Rd","Edgemoor","SC","29712","Chester",34.7537,-80.9601,"Single Family",NA,3,2,1675,NA,NA,"Inactive",1500,"2022-10-31T04:04:21.000Z","2022-11-28T03:49:52.047Z",28,NA
"1","3979-Berryhill-Rd,-Edgemoor,-SC-29712","3979 Berryhill Rd, Edgemoor, SC 29712","3979 Berryhill Rd","Edgemoor","SC","29712","Chester",34.8205,-81.0069,"Single Family",NA,3,2,1432,NA,1989,"Inactive",1195,"2021-11-06T01:15:15.779Z","2022-10-04T03:39:54.055Z",333,NA
"1","1845-B-Bechtler-Rd,-Edgemoor,-SC-29712","1845-B Bechtler Rd, Edgemoor, SC 29712","1845-B Bechtler Rd","Edgemoor","SC","29712","York",34.8316,-81.0257,"Multi-Family",NA,1,1,NA,43560,1960,"Inactive",1250,"2022-08-27T02:58:22.000Z","2022-09-13T03:27:54.013Z",18,NA
"1","1204-Carl-Allen-Rd,-Edgemoor,-SC-29712","1204 Carl Allen Rd, Edgemoor, SC 29712","1204 Carl Allen Rd","Edgemoor","SC","29712","Chester",34.7574,-80.9464,"Single Family",NA,3,1.5,NA,NA,NA,"Inactive",1625,"2021-11-05T00:29:00.747Z","2022-08-08T03:59:48.234Z",277,NA
"1","4760-Harmony-Church-Rd,-Edgemoor,-SC-29712","4760 Harmony Church Rd, Edgemoor, SC 29712","4760 Harmony Church Rd","Edgemoor","SC","29712","Chester",34.765,-80.9719,"Single Family",NA,3,1,1600,NA,NA,"Inactive",995,NA,"2020-02-20T02:23:57.262Z",NA,NA
"1","3303-Edgeland-Rd,-Richburg,-SC-29729","3303 Edgeland Rd, Richburg, SC 29729","3303 Edgeland Rd","Richburg","SC","29729","Chester",34.7495,-81.0284,"Single Family","Standard",5,3.5,4667,NA,NA,"Active",4500,"2025-12-03T00:00:00.000Z","list()",1,NA
"1","600-Lamorak-Pl,-Lando,-SC-29729","600 Lamorak Pl, Lando, SC 29729","600 Lamorak Pl","Lando","SC","29729","Chester",34.747,-81.0218,"Single Family","Standard",4,2.5,1825,NA,NA,"Inactive",2375,"2024-08-28T00:00:00.000Z","2025-09-06T00:00:00.000Z",374,NA
"1","3343-Js-Gaston-Rd,-Richburg,-SC-29729","3343 Js Gaston Rd, Richburg, SC 29729","3343 Js Gaston Rd","Richburg","SC","29729","Chester",34.757,-81.0253,"Single Family",NA,2,1,NA,NA,NA,"Inactive",895,"2021-06-16T00:05:18.754Z","2023-02-02T00:00:00.000Z",596,NA
"1","2246-Old-Richburg-Rd,-Richburg,-SC-29729","2246 Old Richburg Rd, Richburg, SC 29729","2246 Old Richburg Rd","Richburg","SC","29729","Chester",34.7148,-81.0441,"Single Family",NA,3,2,1842,NA,1962,"Inactive",900,"2023-01-24T21:18:40.000Z","2023-02-01T00:00:00.000Z",8,NA
"1","3459-Edgeland-Rd,-Richburg,-SC-29729","3459 Edgeland Rd, Richburg, SC 29729","3459 Edgeland Rd","Richburg","SC","29729","Chester",34.7574,-81.0236,"Single Family",NA,3,2,NA,NA,NA,"Inactive",1595,"2021-07-04T01:38:59.704Z","2022-08-08T03:25:49.107Z",401,NA
"1","3491-Gaston-Farm-Rd,-Richburg,-SC-29729","3491 Gaston Farm Rd, Richburg, SC 29729","3491 Gaston Farm Rd","Richburg","SC","29729","Chester",34.7813,-81.0218,"Single Family",NA,3,2,NA,NA,NA,"Inactive",1375,"2021-02-15T02:10:43.739Z","2022-08-06T18:32:51.150Z",538,NA
"1","3641-Edgeland-Rd,-Richburg,-SC-29729","3641 Edgeland Rd, Richburg, SC 29729","3641 Edgeland Rd","Richburg","SC","29729","Chester",34.7672,-81.0182,"Single Family",NA,2,1,NA,NA,NA,"Inactive",795,"2020-11-07T00:20:05.518Z","2020-11-09T04:02:30.656Z",3,NA
